City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,total_emission
Patna,07-02-2019,234.28,,15.53,14.14,13.08,,2.48,44.88,55.76,3.52,22.77,10.4,379,Very Poor,416.84
Patna,08-02-2019,119.02,,7.71,9.98,7.26,,1.42,43.89,24.71,2.19,17.92,7.65,344,Very Poor,241.75
Patna,09-02-2019,94.6,,25.85,50.29,32.42,,1.25,40.83,38.41,1.69,17.1,6.05,218,Poor,308.49
Patna,10-02-2019,101.83,,18.66,96.51,36.31,,1.2,43.17,73.56,1.67,18.97,5.5,208,Poor,397.38
Patna,11-02-2019,121.26,,22.73,96.35,38.74,,1.56,43.02,47.5,2.2,20.17,7.23,300,Poor,400.76
Patna,12-02-2019,134.59,,52.38,110.55,60.4,,1.73,41.18,49.37,2.23,18.67,7.39,289,Poor,478.49
Patna,13-02-2019,164.09,,26.06,93.55,40.03,,1.59,44.72,54.96,2.55,19.26,7.38,329,Very Poor,454.19
Patna,14-02-2019,173.68,,15.33,35.66,18.54,,1.52,43.26,44.39,2.46,20.95,7.84,342,Very Poor,363.63
Patna,15-02-2019,161.38,,14.94,21.55,14.64,,1.39,42.37,22.13,2.41,21.16,7.91,335,Very Poor,309.88
Patna,16-02-2019,83.53,,9.05,17.02,9.9,,0.71,44.13,33.41,1.77,20.64,6.27,264,Poor,226.43
Patna,17-02-2019,93.25,,4.25,13.99,6.2,,0.49,41.84,34.57,1.44,18.58,4.72,186,Moderate,219.33
Patna,18-02-2019,106.34,,24.49,58.79,30.08,,0.96,43.8,64.25,1.53,15.32,4.57,217,Poor,350.13
Patna,19-02-2019,154.22,,48.15,88.51,52.14,,2.43,48.97,65.38,2.65,20.62,8.99,314,Very Poor,492.06
Patna,20-02-2019,150.62,,15.93,39.14,19.81,,1.79,45.96,55.67,2.34,19.37,7.77,330,Very Poor,358.4
Patna,21-02-2019,144.92,,19.26,36.57,21.16,,2.4,29.84,52.14,2.42,20.39,8.05,312,Very Poor,337.15
Patna,22-02-2019,160.57,,18.53,28.96,18.75,,2.34,29.32,53.33,2.75,21.95,9.74,331,Very Poor,346.24
Patna,23-02-2019,84.65,,6.53,17.73,8.55,,0.89,29.54,75.03,1.68,19.7,6.06,279,Poor,250.36
Patna,24-02-2019,64.36,,4.57,17.12,7.21,,0.72,30.07,117.86,1.34,17.84,4.37,191,Moderate,265.46
Patna,25-02-2019,104.8,,15.17,17.95,13.85,,2.01,29.99,76.7,1.98,19.13,8.12,202,Poor,289.7
Patna,26-02-2019,170.92,,32.56,13.8,23.23,,1.71,30.61,54.18,2.83,21.81,12.94,311,Very Poor,364.59
Patna,27-02-2019,81.31,,28.22,43.82,27.72,,1.13,32.44,69.4,2.33,19.1,10.87,296,Poor,316.34
Patna,28-02-2019,46.41,,18.64,72.99,30.21,,0.9,36.22,65.32,1.38,15.46,6.57,112,Moderate,294.1
Patna,01-03-2019,70.32,,22.75,96.46,38.79,,1.17,37.23,83.46,1.51,17.08,6.28,130,Moderate,375.05
Patna,02-03-2019,127.84,,40.44,113.35,53.89,,1.88,37.21,67.93,2.1,19.09,7.8,255,Poor,471.53
Patna,03-03-2019,129.83,,19.04,79.05,32.03,,1.44,36.02,66.71,1.94,19.51,5.71,308,Very Poor,391.28
Patna,04-03-2019,98.66,,9.39,49.31,18.47,,1.27,38.55,54.8,1.59,19.55,5.39,266,Poor,296.98
Patna,05-03-2019,99.65,,9.99,25.52,12.67,,1.49,38.3,53.49,1.82,19.4,6.79,251,Poor,269.12
Patna,06-03-2019,74.15,,7.12,16.45,8.58,,1.19,37.12,65.66,1.55,18.62,6.48,191,Moderate,236.92
Patna,07-03-2019,72.62,,5.51,14.51,7,,1.03,36.52,101.24,1.35,17.9,4.68,189,Moderate,262.36
Patna,08-03-2019,88.98,,7.38,13.9,8.07,,1.46,39.04,71.6,1.57,17.5,5.49,199,Moderate,254.99
Patna,09-03-2019,108.14,,12.53,10.13,10.14,,2,38.17,82.4,1.73,17.67,5.85,213,Poor,288.76
Patna,10-03-2019,140.06,,12.75,6.95,9.54,,1.89,33.56,73.37,2.14,19.01,6.95,316,Very Poor,306.22
Patna,11-03-2019,96.84,,11.42,29.18,21.25,,1.43,34.38,75.13,1.64,16.48,5.9,244,Poor,293.65
Patna,12-03-2019,105.04,,11.56,20.79,12.4,,1.85,39.54,61.59,2,18.09,6.65,241,Poor,279.51
Patna,13-03-2019,86.69,,7.01,12.84,7.58,,1.44,39.52,79.7,1.8,18.35,6.48,218,Poor,261.41
Patna,14-03-2019,79.54,,5.62,8.74,5.67,,1.22,39.4,95.14,1.6,18.42,5.35,195,Moderate,260.7
Patna,15-03-2019,72.44,,14.53,58.78,24.05,,1.26,39.53,61.32,1.59,19.42,5.37,164,Moderate,298.29
Patna,16-03-2019,84.57,,18.47,114.64,40.77,,1.12,39.34,91.85,1.56,16.78,5.32,173,Moderate,414.42
Patna,17-03-2019,70.48,,13.48,108.16,36.19,,0.91,39.63,112.34,1.33,17.13,3.79,221,Poor,403.44
Patna,18-03-2019,78.3,,19.72,115.46,41.85,,1.15,39.69,91.67,1.38,16.27,4.42,174,Moderate,409.91
Patna,19-03-2019,86.48,,16.98,120.75,41.57,,1.45,39.62,93.17,1.51,15.84,4.76,206,Poor,422.13
Patna,20-03-2019,87.83,,23.58,114.06,50.58,,1.5,48.14,48.6,2.34,22.87,7.05,205,Poor,406.55
Patna,21-03-2019,176.31,,66.28,112.88,67.58,,3.93,39.06,51.01,2.32,17.53,5.3,327,Very Poor,542.2
Patna,22-03-2019,58.35,,4.61,57.65,17.55,,1.33,43.16,115.5,1.35,15.44,4.3,255,Poor,319.24
Patna,23-03-2019,39.08,,4.84,48.61,15.14,,1.12,43.81,139.53,1.07,15.66,2.95,188,Moderate,311.81
Patna,24-03-2019,46.72,,4.24,55.77,16.53,,1.28,41.28,112.19,1.2,17.59,3.18,204,Poor,299.98
Patna,25-03-2019,56.72,,12.87,68.97,25.27,,1.87,44.59,83.38,1.59,18.45,5.11,182,Moderate,318.82
Patna,26-03-2019,59.91,,25.56,44.24,26.9,,2.1,41.82,49.19,1.8,18.14,6.5,134,Moderate,276.16
Patna,27-03-2019,61.55,,7.58,14.04,8.24,,1.93,43.31,71.28,1.69,15.75,6.6,165,Moderate,231.97
Patna,28-03-2019,82.12,,13.51,10.2,10.82,,2.5,45.72,72.07,1.92,16.98,7.61,201,Poor,263.45
Patna,29-03-2019,81.53,,33.94,40.16,37.11,,2.87,43.57,66.48,2.29,17.78,9.31,204,Poor,335.04
Patna,30-03-2019,91.88,,15.15,32.58,17.6,,1.95,45.19,95.38,2.43,18.89,9.64,224,Poor,330.69
Patna,31-03-2019,78.88,,5.83,3.84,3.21,,1.31,47.54,72.64,1.76,16.99,5.71,192,Moderate,237.71
Patna,01-04-2019,46.83,,16.17,89.36,21.86,,1.02,49.33,72.42,1.49,15.04,5.53,149,Moderate,319.05
Patna,02-04-2019,61.04,,28.25,77.26,37.15,,1.63,50.18,67.74,1.59,16.22,6.34,132,Moderate,347.4
Patna,03-04-2019,85.51,,19.08,66.95,28.91,,1.69,49.52,70.93,2.32,17.52,7.94,188,Moderate,350.37
Patna,04-04-2019,52.49,,10.11,43.82,17.48,,1.17,50.39,97.16,1.54,16.39,5.46,178,Moderate,296.01
Patna,05-04-2019,51.62,,8.82,20.01,10.53,,1.12,49.96,64.55,1.54,17.15,5.61,108,Moderate,230.91
Patna,06-04-2019,49.34,,20.33,26.7,21.5,,0.91,49.93,49.47,1.43,16.43,5.49,94,Satisfactory,241.53
Patna,07-04-2019,33.27,,12,60.42,22.93,,0.78,43.2,92.9,1.12,16.27,4.43,140,Moderate,287.32
Patna,08-04-2019,46.79,,11.96,42.92,18.38,,1.22,44.3,73.77,1.49,15.19,5.91,121,Moderate,261.93
Patna,09-04-2019,53.38,,8.94,16.24,9.63,,1.08,40.62,64.17,1.54,15.45,5.93,111,Moderate,216.98
Patna,10-04-2019,32.98,,18.92,59.06,30.7,,1.03,41.97,87.3,1.42,14.66,5.43,133,Moderate,293.47
Patna,11-04-2019,59.64,,12.74,61.67,23.7,,1.23,41.13,83.29,1.55,17.45,5.54,136,Moderate,307.94
Patna,12-04-2019,63.03,,9.41,29.47,13.34,,1.33,42.57,73.94,1.62,16.86,5.86,147,Moderate,257.43
Patna,13-04-2019,66.67,,7.24,13.74,7.95,,1.18,37.59,64.35,1.57,17.24,5.1,148,Moderate,222.63
Patna,14-04-2019,45.75,,6.8,12.23,7.29,,0.94,40.85,96.07,1.33,16.63,4.26,171,Moderate,232.15
Patna,15-04-2019,53.35,,8.09,9.58,7.38,,1.24,41.38,81.18,1.46,16.6,5.47,141,Moderate,225.73
Patna,16-04-2019,55.69,,9.09,26.34,12.34,,1.1,43.59,56.73,1.35,14.22,4.68,116,Moderate,225.13
Patna,17-04-2019,36.33,,6.19,19.86,8.9,,1.04,46.52,74.02,1.09,13.41,4.19,98,Satisfactory,211.55
Patna,18-04-2019,39.54,,7.74,17.21,9.14,,1.37,44.28,84.49,1.13,14.83,4.51,135,Moderate,224.24
Patna,19-04-2019,43.79,,5.44,13.6,6.83,,1.08,38.93,119.27,1.1,13.55,4.84,187,Moderate,248.43
Patna,20-04-2019,46.48,,43.52,99.97,58.5,,1.83,44.6,111.35,1.22,14.17,4.79,224,Poor,426.43
Patna,21-04-2019,73.24,,60.76,155.4,77.1,,2.06,42.43,81.17,1.95,18.65,7.45,189,Moderate,520.21
Patna,22-04-2019,52.32,,15.83,95,34.22,,1.35,44.15,99.2,1.38,14.17,5.44,127,Moderate,363.06
Patna,23-04-2019,47.92,,12.12,68.7,25.15,,1.31,44.41,95.66,1.34,14.19,4.9,144,Moderate,315.7
Patna,24-04-2019,54.04,,17.3,73.4,29.51,,1.63,44.97,98.1,1.62,16.5,6.38,167,Moderate,343.45
Patna,25-04-2019,62.99,,9.98,61.02,21.86,,1.37,43.39,108.7,1.7,14.77,6.36,204,Poor,332.14
Patna,26-04-2019,54.04,,7.88,46.37,16.79,,0.84,43.12,103.18,1.5,14.16,5.72,160,Moderate,293.6
Patna,27-04-2019,63.02,,9.27,32.89,14.14,,0.88,42.1,78.79,1.63,15.71,6,153,Moderate,264.43
Patna,28-04-2019,73.54,,9.77,26.35,12.75,,0.81,41.76,92.73,1.56,15.08,5.12,197,Moderate,279.47
Patna,29-04-2019,59.06,,18.4,42.28,29.26,,1.1,42.32,66.4,1.7,14.34,5.93,168,Moderate,280.79
Patna,30-04-2019,62.46,,8.96,22.41,11.25,,0.97,47.86,63.71,1.75,14.61,6.78,167,Moderate,240.76
Patna,01-05-2019,52.69,,7.04,14.51,8.03,,0.66,43.62,74.07,1.46,15.33,5.34,149,Moderate,222.75
Patna,02-05-2019,49.57,,6.93,11.9,7.29,,0.65,43.48,74.05,1.44,15.35,5.1,133,Moderate,215.76
Patna,03-05-2019,36,,7.81,8.24,6.87,,0.47,45.04,34.61,1.3,14.76,4.83,84,Satisfactory,159.93
Patna,04-05-2019,29.39,,6.16,7.1,5.58,,0.21,42.71,63.17,0.97,14.28,3.27,106,Moderate,172.84
Patna,05-05-2019,43.15,,7.04,11.64,7.28,,0.61,43,89.58,1.16,14.18,4.23,181,Moderate,221.87
Patna,06-05-2019,72.28,,8.76,13.55,8.82,,1.11,44.82,86.5,1.6,15.17,5.99,186,Moderate,258.6
Patna,07-05-2019,79.01,,11.78,11.51,10.13,,1.43,43.9,72.09,1.77,15.36,6.39,210,Poor,253.37
Patna,08-05-2019,78.57,,6.85,5.45,5.57,,1.33,39.86,71.68,1.88,16.32,6.97,190,Moderate,234.48
Patna,09-05-2019,75.52,,26.69,31.84,38.22,,1.78,44.01,69.09,1.84,15.1,7.04,202,Poor,311.13
Patna,10-05-2019,81.05,,18.5,13.49,14.72,,2.66,44.18,67.37,2.37,17.65,8.91,223,Poor,270.9
Patna,11-05-2019,73.39,,21.66,20.79,21.36,,1.22,35.46,70.82,1.62,12.78,5.39,200,Moderate,264.49
Patna,12-05-2019,70.44,,8.16,17.9,9.58,,1.56,32.82,73.6,1.32,14.03,3.65,210,Poor,233.06
Patna,13-05-2019,65.06,,7.37,10.79,7.26,,1.74,34.89,73.23,1.61,15.93,5.3,151,Moderate,223.18
Patna,14-05-2019,61.86,,7.79,7.83,6.75,,1.65,36.38,94.24,1.74,15.76,6.27,186,Moderate,240.27
Patna,15-05-2019,53.43,,6.42,5.63,5.36,,1.31,42.73,119.7,1.43,14.04,5.63,209,Poor,255.68
Patna,16-05-2019,51.32,,6.33,4.09,4.9,,1.32,42.12,101.14,1.46,14.79,5.16,156,Moderate,232.63
Patna,17-05-2019,54.79,,7.74,4.16,5.77,,1.47,44.15,79,1.5,15.45,5.42,147,Moderate,219.45
Patna,18-05-2019,47.77,,7.45,4.41,5.66,,1.39,42.91,100.67,1.28,13.95,4.93,166,Moderate,230.42
Patna,19-05-2019,34.67,,4.63,3.2,3.58,,0.83,41.63,114.95,0.83,12.33,2.79,220,Poor,219.44
Patna,20-05-2019,57.49,,9.55,5.96,6.62,,1.88,44.89,85.22,1.53,13.57,4.68,212,Poor,231.39
Patna,21-05-2019,66.9,,19.44,31.33,23.64,,1.71,36.21,88.87,1.84,14.84,6.87,200,Moderate,291.65
Patna,22-05-2019,63.96,,6.41,13.3,7.34,,1.37,37.42,67.5,1.51,13.92,5.56,132,Moderate,218.29
Patna,23-05-2019,44.89,,4.88,5.37,4.35,,1.14,37.05,105.01,1.2,13.29,4.41,166,Moderate,221.59
Patna,24-05-2019,47.48,,6.33,4.67,5.06,,1.37,35.21,50.18,1.34,13.56,5,100,Satisfactory,170.2
Patna,25-05-2019,46.78,,6.7,4.27,5.17,,1.37,36.1,43.51,1.46,13.72,5.37,93,Satisfactory,164.45
Patna,26-05-2019,48.28,,7.69,5.97,6.21,,1.32,36.13,72.42,1.33,15,4.04,166,Moderate,198.39
Patna,27-05-2019,77.49,,14.26,6.58,10.36,,2.44,36.05,80.79,1.99,16.43,6.87,196,Moderate,253.26
Patna,28-05-2019,56.77,,8.86,2.71,6.03,,1.9,35.35,72.67,2.01,16.09,7.62,180,Moderate,210.01
Patna,29-05-2019,49.83,,6.5,2.48,4.56,,1.47,38.26,67.09,1.58,14.48,6.19,167,Moderate,192.44
Patna,30-05-2019,48.41,,5.32,1.93,3.66,,1.12,38.52,110.97,1.39,14.16,5.19,169,Moderate,230.67
Patna,31-05-2019,31.34,,10.54,13.94,11.58,,0.99,39.09,125.18,1.2,13.63,4.79,205,Poor,252.28
Patna,01-06-2019,42.86,,3.88,9.42,4.78,,1.26,49.59,75.68,1.3,14.66,4.7,112,Moderate,208.13
Patna,02-06-2019,34.21,,3.07,5.85,3.35,,1.05,43.81,91.97,1.09,14.24,4.25,136,Moderate,202.89
Patna,03-06-2019,35.77,,4.72,4.74,4.11,,1.29,43.49,58.13,1.26,14.47,5.1,97,Satisfactory,173.08
Patna,04-06-2019,36.8,,4.5,4.71,3.95,,1.3,44.29,76.52,1.38,13.79,5.96,128,Moderate,193.2
Patna,05-06-2019,46.92,,6.28,8.92,12.06,,1.06,44.91,62.49,1.07,10.66,4.32,100,Satisfactory,198.69
Patna,06-06-2019,43.46,,6.15,8.43,5.91,,1.13,42.73,82.54,1.19,7.56,4.89,115,Moderate,203.99
Patna,07-06-2019,43.25,,7.13,5.51,5.76,,1.16,45.56,73.88,1.21,8.13,5.28,121,Moderate,196.87
Patna,08-06-2019,40.57,,6.37,4.65,5.07,,1.14,42.76,90.52,1.37,8.94,5.94,158,Moderate,207.33
Patna,09-06-2019,40.92,,5.47,4.23,4.41,,1,43.71,103.98,1.18,7.31,4.41,180,Moderate,216.62
Patna,10-06-2019,57.1,,6.87,2.97,4.89,,1.39,46.73,96.62,1.48,8.57,5.95,155,Moderate,232.57
Patna,11-06-2019,40.7,,6.58,2.39,4.61,,1.29,40.63,113.46,1.4,8.71,6,182,Moderate,225.77
Patna,12-06-2019,41.25,,6.82,1.95,4.54,,1.21,45.04,81.42,1.39,8.03,5.56,133,Moderate,197.21
Patna,13-06-2019,46.4,,28.98,76.12,44.91,,1.26,36.63,88.95,1.5,8.65,6.31,184,Moderate,339.71
Patna,14-06-2019,59.45,,18.11,124.91,43.34,,1.35,34.02,90.2,1.81,10.15,7.17,200,Moderate,390.51
Patna,15-06-2019,69.96,,10.95,42.51,17.65,,1.6,38.17,87.72,1.98,9.91,6.9,216,Poor,287.35
Patna,16-06-2019,57,,6.18,5.59,5.19,,1.08,40.64,103.83,1.31,6.98,4.91,172,Moderate,232.71
Patna,18-06-2019,35.68,,9.13,32.21,17.59,,1.09,44.85,105.03,1.17,7.32,5.52,198,Moderate,259.59
Patna,19-06-2019,48.61,,11.66,40.72,17.62,,1.48,38.38,80.71,1.41,7.98,5.8,142,Moderate,254.37
Patna,20-06-2019,51.91,,6.71,21.72,9.69,,1.03,43.66,87.4,1.35,7.44,6.06,120,Moderate,236.97
Patna,21-06-2019,43.05,,6.99,26.81,11.19,,0.96,43.05,79.18,1.2,6.36,4.61,125,Moderate,223.4
Patna,22-06-2019,33.43,,27.12,62.72,30.12,,1.63,41.78,40.62,1.07,6.55,4.72,108,Moderate,249.76
Patna,23-06-2019,34.24,,22.82,110.29,42.4,,1.03,41.09,49.23,1.16,7.03,5.02,104,Moderate,314.31
Patna,24-06-2019,35.11,,15.63,107.12,37.23,,0.99,40.85,63.56,1.11,6.41,4.59,89,Satisfactory,312.6
Patna,25-06-2019,58.89,,13.31,130.09,41.76,,1.21,36.54,72.63,1.15,5.89,4.16,93,Satisfactory,365.63
Patna,26-06-2019,51.05,,19.02,100.42,49.58,,1.31,40.78,65.37,1.25,6.97,5.61,115,Moderate,341.36
Patna,27-06-2019,38.19,,10.86,81.67,27.73,,1.7,38.27,68.62,0.94,5.47,4.12,111,Moderate,277.57
Patna,28-06-2019,48.72,,14,110.8,37.19,,1.87,42.05,66.63,1.11,6.3,4.47,150,Moderate,333.14
Patna,29-06-2019,47.26,,10.32,96.32,31.22,,1.47,40.25,61.99,1.19,6.85,4.78,117,Moderate,301.65
Patna,30-06-2019,46.94,,14.29,64.57,25.39,,1.24,41.75,44.53,1.22,6.68,4.4,93,Satisfactory,251.01
Patna,01-07-2019,52.42,,27.94,40.5,27.46,,1.98,39.05,45.34,1.62,8.88,7.26,113,Moderate,252.45
Patna,02-07-2019,26.54,,13.98,37.12,18.09,,1.31,38.73,33.92,1.42,8.77,7.07,106,Moderate,186.95
Patna,03-07-2019,28.36,,9.7,29.2,13.45,,1.29,39.41,37.78,1.28,7.85,6.32,91,Satisfactory,174.64
Patna,04-07-2019,30.29,,8.13,17.13,9.37,,1.33,40.41,41.17,1.25,7.66,5.94,92,Satisfactory,162.68
Patna,05-07-2019,38.58,,26.85,58.34,41.43,,1.38,38.71,47.56,1.44,8.08,6.06,101,Moderate,268.43
Patna,06-07-2019,28.35,,24.1,72.32,33.35,,1.26,38.72,48.25,1.27,7.53,5.54,93,Satisfactory,260.69
Patna,07-07-2019,21.55,,25.67,55.05,29.84,,1.15,41.43,50.11,1.02,6.15,4.52,84,Satisfactory,236.49
Patna,08-07-2019,31.08,,22.68,67.18,31.15,,1.35,42.36,50.54,1.21,6.89,5.3,96,Satisfactory,259.74
Patna,09-07-2019,25.31,,23.9,59.3,29.84,,1.38,40.71,54.37,1.17,7.24,5.41,101,Moderate,248.63
Patna,10-07-2019,22.25,,7.8,42.71,15.78,,0.78,39.39,55.5,0.81,5.2,3.81,87,Satisfactory,194.03
Patna,11-07-2019,22.96,,11.72,37.84,24.83,,0.7,45.34,52.73,0.58,3.8,2.89,78,Satisfactory,203.39
Patna,12-07-2019,34.54,,19.44,64.18,28.42,,1.24,42.24,35.66,1.08,6.62,4.78,79,Satisfactory,238.2
Patna,13-07-2019,27.84,,17.07,56.03,28.32,,0.92,39.76,37.84,0.93,5.52,4.12,83,Satisfactory,218.35
Patna,14-07-2019,27.66,,5.47,45.62,15.13,,0.9,41.62,26.32,0.66,4.73,2.4,69,Satisfactory,170.51
Patna,15-07-2019,37.65,,10.85,63.5,23.04,,1.48,40.31,26.21,0.92,5.49,3.75,91,Satisfactory,213.2
Patna,16-07-2019,39.99,,19.91,69.44,30.06,,1.95,42.77,33.6,1.34,7.82,5.57,107,Moderate,252.45
Patna,17-07-2019,39.48,,9.32,25.18,12.18,,1.65,42.33,40.94,1.22,7.78,5.51,108,Moderate,185.59
Patna,18-07-2019,45.33,,10.7,17.48,11.02,,2.08,44.1,55.89,1.25,7.08,5.22,106,Moderate,200.15
Patna,19-07-2019,45.33,,9.19,25.74,12.24,,1.94,39.09,54.92,1.35,7.51,5.47,112,Moderate,202.78
Patna,20-07-2019,38.89,,10.59,15.83,10.52,,1.77,42.95,35.35,1.22,6.97,5.37,104,Moderate,169.46
Patna,21-07-2019,35.29,,6.06,16.08,7.83,,1.58,45.66,42.55,1.09,6.16,4.62,100,Satisfactory,166.92
Patna,22-07-2019,40.72,,8.58,29.4,19.66,,1.46,39.44,46.39,1.14,6.47,4.62,109,Moderate,197.88
Patna,23-07-2019,41.09,,20.1,73,31.1,,1.07,50.11,48.39,1.07,6.18,4.31,102,Moderate,276.42
Patna,24-07-2019,32.74,,7.12,37.66,14.08,,0.76,47.5,49.1,0.74,4.59,3.18,85,Satisfactory,197.47
Patna,25-07-2019,28.02,,4.56,32.94,11.29,,0.65,48.65,55.26,0.71,4.19,2.89,83,Satisfactory,189.16
Patna,26-07-2019,37.96,,13.16,45.64,19.8,,1.13,50.26,53.29,1.14,6.5,4.35,103,Moderate,233.23
Patna,27-07-2019,24.6,,11.42,26.21,13.71,,1.05,48.63,55.79,1,6.23,4.39,108,Moderate,193.03
Patna,28-07-2019,19.6,,8.07,24.2,11.16,,0.85,46.38,50.14,0.87,5.69,3.61,93,Satisfactory,170.57
Patna,29-07-2019,21.78,,9.59,23.23,11.84,,1.02,47.08,46.57,0.97,6.41,4.38,90,Satisfactory,172.87
Patna,30-07-2019,24.54,,7.3,20.1,9.63,,1.08,50.09,53.02,1.03,6.94,4.98,95,Satisfactory,178.71
Patna,31-07-2019,27.05,,6.02,17.07,8.08,,1.04,48.48,60.18,1.02,6.3,4.4,94,Satisfactory,179.64
Patna,01-08-2019,35.84,,7.17,16.74,8.69,,1.34,50.54,72.16,1.16,7.14,4.9,96,Satisfactory,205.68
Patna,02-08-2019,37.57,,7.76,12.53,7.96,,1.37,51.84,79.81,1.22,7.75,5.68,102,Moderate,213.49
Patna,03-08-2019,31.88,,6.91,13.6,7.71,,1.32,49.81,69.47,1.35,8.22,6.43,120,Moderate,196.7
Patna,04-08-2019,31.26,,5.45,13.09,6.69,,1.11,49.05,55.96,1.03,6.69,4.8,101,Moderate,175.13
Patna,05-08-2019,38.7,,31.73,41.05,36.34,,1.6,46.54,52.84,1.48,8.69,6.92,106,Moderate,265.89
Patna,06-08-2019,35.82,,31.65,73.18,38.16,,2.22,47.05,57.34,1.36,8.53,7.13,145,Moderate,302.44
Patna,07-08-2019,21.87,,16.8,46.8,22.31,,1.77,44.93,70.01,1.11,8.6,6.76,109,Moderate,240.96
Patna,09-08-2019,23.56,,35.62,73.73,40.7,,2.12,47.81,55.99,1.13,7.72,5.5,112,Moderate,293.88
Patna,10-08-2019,31.5,,27.48,79.95,37.37,,2.02,48.63,53.86,1.07,7.2,5.47,116,Moderate,294.55
Patna,11-08-2019,36.64,,23.31,69.91,32.25,,2.14,46.88,52.47,1.19,7.49,4.95,116,Moderate,277.23
Patna,12-08-2019,29.67,,14.42,56.68,23.43,,1.8,46.27,61.11,0.89,5.88,4.02,148,Moderate,244.17
Patna,13-08-2019,18.34,,21.78,46.85,25.35,,1.91,50.74,47.51,1.09,7.34,5.33,121,Moderate,226.24
Patna,14-08-2019,21.73,,25.79,44.17,30.15,,1.34,36.43,46.23,1.13,7.22,5.43,103,Moderate,219.62
Patna,15-08-2019,29.84,,12.27,37.9,17.26,,1.14,47.15,47.99,1.1,6.89,4.96,90,Satisfactory,206.5
Patna,16-08-2019,28.04,,12.3,28.46,14.84,,1.44,50.33,54.32,1.18,7.27,5.31,96,Satisfactory,203.49
Patna,17-08-2019,39.24,,8.71,23.98,11.49,,1.51,51.44,55.98,1.4,8.63,6.86,100,Satisfactory,209.24
Patna,18-08-2019,42.17,,9.99,13.31,9.51,,1.56,47.16,58.74,1.41,8.35,6.22,101,Moderate,198.42
Patna,19-08-2019,28.88,,9.86,13.42,9.46,,1.65,49.93,58.24,1.44,8.68,6.9,122,Moderate,188.46
Patna,20-08-2019,43.26,,11.44,19.48,11.99,,1.85,50.15,51.6,1.61,9.54,7.81,113,Moderate,208.73
Patna,21-08-2019,41.19,,9.25,15.58,9.64,,1.6,50.55,57.35,1.48,8.94,7.16,107,Moderate,202.74
Patna,22-08-2019,46.77,,10.61,14.76,10.26,,1.66,50.2,83.8,1.67,10.1,8.17,126,Moderate,238
Patna,23-08-2019,34.23,,4.95,11.16,5.89,,0.98,49.91,43.71,1.2,7.27,5.61,86,Satisfactory,164.91
Patna,24-08-2019,24.31,,32.29,26.56,31.8,,1.16,48.39,45.82,1.23,7.77,5.78,92,Satisfactory,225.11
Patna,25-08-2019,25.84,,23.71,57.14,29.18,,1.17,49.99,50.92,1.16,7.54,5.38,93,Satisfactory,252.03
Patna,26-08-2019,42.28,,35.98,81.22,42.86,,1.75,50.99,49.24,1.44,8.94,7.05,114,Moderate,321.75
Patna,27-08-2019,34.9,,25.05,65.26,32.09,,1.38,51.05,44.39,1.26,8.18,6.19,108,Moderate,269.75
Patna,28-08-2019,47.01,,11.78,43.94,18.53,,1.3,51.21,49.99,1.25,7.58,5.75,92,Satisfactory,238.34
Patna,29-08-2019,47,,17.67,24.8,17.15,,1.89,49.11,67.37,1.49,8.92,7.89,107,Moderate,243.29
Patna,30-08-2019,49.88,,12.05,20.29,12.56,,1.97,51.37,85.47,1.52,9.12,7.46,115,Moderate,251.69
Patna,31-08-2019,52.66,,6.39,16.81,8.23,,1.25,55.2,97.86,1.24,7.4,5.44,144,Moderate,252.48
Patna,01-09-2019,53.19,,4.94,9.02,5.33,,0.91,55.14,142.3,1.08,6,4.29,200,Moderate,282.2
Patna,02-09-2019,46.19,,59.67,118.9,66.99,,2.61,55.33,82.8,1.77,11.83,9.48,87,Satisfactory,455.57
Patna,03-09-2019,41.09,,30.6,84.38,40.43,,1.46,54.16,102.6,1.34,8.19,6.15,155,Moderate,370.4
Patna,04-09-2019,36.88,,33.2,75.3,39.64,,1.25,57.88,91.09,1.21,7.85,6.07,135,Moderate,350.37
Patna,05-09-2019,36.84,,39.71,76.49,45.22,,1.16,52.9,52.72,1.26,8.04,6.41,103,Moderate,320.75
Patna,06-09-2019,37.17,,28.89,74.28,36.76,,1.26,38.81,64.06,1.17,7.48,5.45,138,Moderate,295.33
Patna,07-09-2019,36.3,,23.48,63.46,30.69,,1.07,41.28,67.47,1.09,6.82,5.23,179,Moderate,276.89
Patna,08-09-2019,33.21,,18.34,53.07,24.87,,0.83,47.75,80.95,0.91,5.88,3.84,160,Moderate,269.65
Patna,09-09-2019,50.64,,27.76,65.89,33.91,,1.32,52.82,116.51,1.18,6.95,5.38,181,Moderate,362.36
Patna,17-10-2019,130.74,,16,24.34,16.01,,2.88,60.34,39.02,28.55,123.36,170.37,299,Poor,611.61
Patna,18-10-2019,145,,48,36.81,43.66,,2.67,55.87,41.52,22.83,82.66,105.76,313,Very Poor,584.78
Patna,19-10-2019,126.19,,12.1,46.95,19.48,,0.96,73.04,70.63,15.27,56.29,59.13,314,Very Poor,480.04
Patna,20-10-2019,75.27,,7.45,21.08,9.97,,1.25,72.53,57.61,12.14,42.41,38.5,204,Poor,338.21
